reason,company,product_descrpition,brand_name,date
Undeclared Yellow #6,Hawaii Candy,Cookies and Wafers,Hawaii Candy,10/2011
Undeclared Sulfites,Pacific Oyster Company,Prawns,Nate&#39;s Spiced Prawns,10/2011
Undeclared milk,"Gardenburger, LLC",Soy Protein Burgers,Eating Right,10/2011
Undeclared wheat,"Wells Enterprises, Inc.",Ice Cream,Blue Bunny Personals,10/2011
Salmonella,"Wegmans Food Markets, Inc.",Bulk Turkish Pine Nuts,"Wegmans Food Markets, Inc.",10/2011
Undeclared milk and soy,Emporium Packaging &amp; Spice Co.,Ponchatrain Sauce Mix,Emporium Packaging &amp; Spice Co.,10/2011
Listeria Monocytogenes,Landshire Inc.,Sandwiches,"Nike All-American, Nike Super Poor Boy",10/2011
Salmonella,"American Egg Products, Inc.",Frozen Egg Product,American Egg Products,10/2011
Listeria monocytogenes,Fresh &amp; Easy Neighborhood Market Inc.,Spinach,f&amp;e™,10/2011
Listeria monocytogenes,"Yamaya USA, Inc.",Masago (Cappelin Roe),"Yamaya USA, Inc.",10/2011
Undeclared peanuts and possibly other Allergens,General Mills,Chocolate Flavor Fiber One 90-Calorie Chewy Bars,Fiber One,10/2011
Listeria Monocytogenes,Landshire Inc.,Sandwiches,Nike All-American,10/2011
Salmonella,"Church Brothers, LLC",Bags of clipped spinach,"Church Brothers, LLC",10/2011
Undeclared peanuts,Nassau candy,Classic Mini S&#39;mores,Nancy Adams,10/2011
Salmonella,Larry Schultz Organic Farm,Organic eggs,"Lunds &amp; Byerly&#39;s, Kowalski&#39;s, and Larry Schultz",10/2011
"Failure to adequately ventilate may lead to hypoxia or hypercarbia, which may result in serious neurological injury or death",CareFusion,Ventilators,EnVe,10/2011
Salmonella,Taylor Farms Retail Inc.,Various Salad Blends,"Fresh Selections, HEB, Marketside, Taylor Farms",10/2011
May contain the bacteria Burkholderia cepacia,"Insight Pharmaceuticals, LLC",Nasal Decongestant,Nostrilla,10/2011
Undeclared sulfites,Domega NY International Co Ltd,Dried dates,Domega NY International Co Ltd,10/2011
Listeria Monocytogenes,Fair Oaks Dairy Products LLC,Blue Cheese,Fair Oaks Royal Blue,10/2011
Undeclared Tree Nuts,Murray Biscuit Company LLC,Sugar Free Chocolate Chip Cookies,Murray,10/2011
"Hazy vision, discomfort, or eye injuries",CooperVision,Contact lenses,Avaira Toric,10/2011
Listeria Monocytogenes,River Ranch Fresh Foods LLC,Various bagged salad products,"Farmers Market, Hy-Vee",10/2011
Listeria Monocytogenes,Giant Eagle,Shredded Iceberg Lettuce,The Farmers Market,10/2011
Decomposition &amp; Elevated Histamine levels,Osamu Corporation,Frozen Ground Tuna,Osamu Corporation,10/2011
Undeclared peanuts,The Kroger Co.,Denali Extreme Moose Tracks Ice Cream,Private Selection,10/2011
Undeclared Milk,NOW Foods,Brewer&#39;s Yeast Tablets,NOW,10/2011
Fish is uneviscerated,"CFE International, Canadian Fish Exporters Inc.","Salted, Smoked, Split Herring","CFE International, Canadian Fish Exporters Inc.",10/2011
Undeclared Shrimp,Nestle,Chicken Fettuccini,Lean Cuisine,10/2011
Residual Phosphatase,Farmers All Natural Creamery,Whole Milk,KALONA SUPER NATURAL,10/2011
Listeria Monocytogenes,"Fruit Fresh Up, Inc.",Fresh Cut Cantaloupe and Mixed Fruit Containing Cantaloupe,"Doodle Bugs, Fresh Harvest Foods, Wegmans",10/2011
Undeclared Milk,Flowers Foods,Cereal Bars,Mrs. Freshley&#39;s,10/2011
Salmonella,Thumb Oilseed Producerâ€™s Cooperative,Soybean Flour and Soy Meal,"Nex Soy, Soy Beginnings",10/2011
Undeclared Superdrol,"Superior Metabolic Technologies, Inc.",Testosterone Booster,Uprizing 2.0,10/2011
Salmonella,"Thorntons, Inc.",Salad,Quick Cafe,10/2011
Presence of wire pieces,Kraft Foods,Shells and Cheese Cups,Velveeta,09/2011
"Undeclared Milk, Wheat, and Gluten","PROLAB Nutrition, Inc.",Whey Protein Products,PROLAB,09/2011
Listeria monocytogenes,True Leaf Farms,"Bagged, Chopped Romaine",True Leaf,09/2011
Listeria monocytogenes,True Leaf Farms,"Bagged, Chopped Romaine Lettuce",True Leaf,09/2011
Listeria monocytogenes,Jensen Farms,Whole Cantaloupe,"Colorado Fresh Rocky Ford, Sweet Rocky Fords",09/2011
Salmonella,Andrew Williamson Fresh Produce,Organic Grape Tomatoes,"Limited Edition, Fresh &amp; Easy",09/2011
Salmonella,Andrew Williamson Fresh Produce,Organic Grape Tomatoes,"Limited Edition, Fresh &amp; Easy",09/2011
Listeria monocytogenes,Publix Super Markets,Spinach Dip,Publix deli,09/2011
Listeria monocytogenes,Carol&#39;s Cuts LLC,Cut Cantaloupe and Mixed Fruit,Carol&#39;s Cuts,09/2011
Undeclared Milk and Wheat,"M &amp; P Food Productions, LTD",Vareniki (Dumplings),Bapehuku Dupling,09/2011
Undeclared Milk,Rich Products Corporation,Breaded Butterfly Shrimp,SeaPak,09/2011
Presence of wire pieces,Pepperidge Farm,Sesame sticks,Pepperidge Farm,09/2011
Fish is uneviscerated,"World Wide Fish Products, Inc.",Smoked Split Herring,World Wide Fish Products,09/2011
Listeria monocytogenes,Del Bueno,Queso fresco cheese,Del Bueno Casero,09/2011
Listeria monocytogenes,Del Bueno,Queso fresco cheese,Del Bueno Casero,09/2011
Packaging error,Qualitest Pharmaceuticals,Oral contraceptives,"Cyclafem, Emoquette, Gildess, more",09/2011
Listeria monocytogenes,Jensen Farms,Whole Cantaloupe,"Colorado Fresh Rocky Ford, Sweet Rocky",09/2011
Salmonella,Sanith Ourn Farm,Fresh Hot Basil,Sanith Ourn Farm,09/2011
Undeclared sulfites,Strong America Ltd,Chinese Wolfberry,Huipu,09/2011
Listeria monocytogenes,"Fine Mexican Food Products, Inc.",Avocado pulp and halves,"Fine Mexican Food Products, Inc.",09/2011
Undeclared milk,Chocolate Decadence,Chocolate products,Chocolate Decadence,09/2011
Undeclared milk,Watkins Incorporated,Flavored protein powder,SoyNilla,09/2011
Undeclared peanuts,"Falcon Trading Company, Inc.",Milk Chocolate Cranberries,SunRidge Farms,09/2011
Undeclared Soy and Wheat,Bui Natural Tofu,Salad Rolls,Bui fresh from the bean,09/2011
Undeclared sulfites,Best Food Cash &amp; Carry Inc,Golden Raisins,Deer,09/2011
Undeclared milk,Quaker Oats,Chewy Smashbar Graham Pretzel snack bars,Quaker,09/2011
Undeclared Sibutramine,Intercharm Inc.,Slimming capsules and coffee,"Slim Forte, Meizitang Botanical",09/2011
Strangulation and Death,King International LLC,massager,ShoulderFlex,08/2011
Undeclared egg,"Pure Encapsulations, Inc",PreNatal Nutrients,Pure Encapsulations,08/2011
Listeria monocytogenes,"Vita Food Products, Inc.",Smoked Salmon,Vita Classic,08/2011
Processed without following drug manufacturing requirements,"H&amp;P Industries, Inc.",Povidone Iodine products,H&amp;P Industries,08/2011
Undeclared pecans,Central Market,Cookies,Pretzel Logic,08/2011
Undeclared egg,"YoCream International, Inc.",Frozen yogurt mix,YoCream,08/2011
"Undeclared eggs, soy lecithin, wheat, and milk",The Christie Cookie Company,Cookie Gift Tins,DoubleTree,08/2011
Undeclared shrimp and fish,Ajinomoto Frozen Foods,Vegetable Gyoza Dumplings,Ajinomoto,08/2011
"Undeclared walnuts, milk and coconut",Paleteria La Super,Ice Cream bars,Paleteria La Super,08/2011
Atlanta Oriental Food,Atlanta Oriental Food Wholesale Company,Cut Napa Kimchi,Atlanta Oriental Food,08/2011
Undeclared wheat,"Winn-Dixie Stores, Inc.",Chocolate Drink,Choco Charm,08/2011
Listeria monocytogenes,"Fresh Food Concepts, Inc.",Layer Dip,"Fresh Food Concepts, Delicioso, Rojo&#39;s, more",08/2011
Undeclared soy and wheat,Undeclared soy and wheat,Marinades,Whole Foods Market,08/2011
Undeclared milk,"Unilever United States, Inc.","Sugar Free Orange, Cherry and Grape Ice Pops",Popsicle,08/2011
Salmonella,"Miss Bonnie&#39;s Gourmet, LLC",Cheddar Cheese Spread,Miss Bonnie&#39;s,08/2011
Escherichia coli O157:H7,Jaquith Strawberry Farm,Fresh Strawberries,Jaquith Strawberry Farm,08/2011
Salmonella,"Merrick Pet Care, Inc.",Wishbone pet treat,Merrick,08/2011
Undeclared peanut protein,Xymogen,"OrganiX Bars: Omega-3, Spice, and Greens",OrganiX,08/2011
Undeclared soy,"Transpecos Foods, LP",Cheese Jalapeno Bites,Hill Country Fare,08/2011
Listeria monocytogenes,"Fresh &amp; Easy Neighborhood Market, Inc.",Organic Baby Spinach,Fresh &amp; Easy,08/2011
Undeclared eggs and/or wheat,"Winn-Dixie Stores, Inc.",Bakery Items,Winn-Dixie,08/2011
Sub-potency,"American Regent, Inc.","Vasopressin Injection USP, multiple strengths and sizes",American Regent,08/2011
Excessive urea,"Ridley Block Operations, Inc.",Free-choice supplement tubs,"Purina, RangeLand",07/2011
Salmonella,Nestlé Purina PetCare,Dry Cat Food,Purina ONE,07/2011
Occlusion/Insufficient Oxygen,"Vital Signs Devices, a GE Healthcare Company",Hygroscopic Condenser Humidifier (HCH)/Anesthesia Breathing Circuit,Vital Signs,07/2011
Undeclared Ephedrine Alkaloids,Finemost Corporation dba Qualiherb,Dietary Supplement Capsules,Qualiherb,07/2011
Undeclared sulfites,"Shata Trading, Inc.",Golden Raisins,Three Rivers,07/2011
Salmonella,"GHSW, LLC",Cut Fruit Products,"Garden Highway, Central Market",07/2011
Presence of foreign material,H-E-B,"cottage cheese, dips, yogurt and sour cream",H-E-B,07/2011
Listeria monocytogenes,Flying Food Group,"Sandwiches, Parfaits, Wraps, Plates, and Salads","Core-mark Atlanta Division, Race Trac, Starbucks",07/2011
Salmonella,"Agromod Produce, Inc.",Papayas,"Blondie, Yaya, Mananita, more",07/2011
Clostridium botulinum,"Euphoria Fancy Food, Inc.",Herring,"Euphoria Fancy Food, Inc.",07/2011
Potential equipment malfunction,"Global Focus Marketing &amp; Distribution, Ltd.",Centrifuge,Silencer,07/2011
Undeclared soy ingredient,Arizona Canning Company,Red Enchilada Sauce,Sun Vista,07/2011
Some vials may contain silicone particles,"American Regent, Inc.","Calcium Gluconate Injection, USP, 10%, 100 mL Pharmacy Bulk Package",American Regent,07/2011
Undeclared soy and wheat due to mislabeling,Bruce Foods Corporation,Red Enchilada Sauce,Food Club,07/2011
Undeclared milk ingredient,Willamette Valley Fruit Company,Pies,Whole Foods,07/2011
Contains undeclared drug ingredients,Global Wellness LLC,Via Xtreme Ultimate Sexual Enhancer Dietary Supplement For Men,Via Xtreme,07/2011
Undeclared eggs,Posh Bakery,Croissants,Whole Foods Market,07/2011
Salmonella,"Evergreen Fresh Sprouts, LLC",Sprouts,Evergreen Produce,07/2011
"Undeclared milk, sunflower, sesame, and soy","Risvold’s Salads, Inc.",Seafood Pasta and Seafood Salad,Risvold’s Inc.,06/2011
"Uncharacteristic odor linked to trace amounts of 2,4,6 tribromoanisole",McNeil Consumer Healthcare,"TYLENOL, Extra Strength Caplets, 225 count",McNeil Consumer Healthcare,06/2011
Salmonella,Nestlé Purina PetCare Company,Dry Cat Food,"Cat Chow, Friskies",06/2011
Some bottles contain different strength tablets,Endo Pharmaceuticals,"Endocet (oxycodone/acetaminophen, USP) Tablets",Endocet,06/2011
Salmonella,Eagle Produce LLC,Cantaloupe,Kandy,06/2011
Recalled bottles may contain incorrect tablets,Qualitest Pharmaceuticals,"Butalbital, Acetaminophen, and Caffeine Tablets USP; Hydrocodone Bitartrate and Acetaminophen  Tablets, USP",Qualitest,06/2011
Undeclared milk protein,"JFC International, Inc.",Instant Drink Mix,"UCC, Taitan",06/2011
Listeria monocytogenes,Dole Fresh Vegetables,Salad,Dole,06/2011
Can cause burns,Nature Relief,Instant Wart and Mole Remover,Nature Relief,06/2011
"Uncharacteristic odor thought to be caused by trace amounts of 2,4,6 tribromoanisole","Ortho-McNeil-Janssen Pharmaceuticals, Inc.","RISPERDAL, 3mg tablets and risperidone, 2mg tablets","Ortho-McNeil-Janssen Pharmaceuticals, Inc.  and Patriot Pharmaceuticals, LLC",06/2011
Salmonella,Earth Fare,Spicy Bean Burger,Earth Fare,06/2011
Undeclared milk,Bariatric Advantage,Vitamins,Bariatric Advantage,06/2011
Clostridium Botulinum,"TGF Production, LLC",Herring Fish in Salt Water,Baltic Coast,06/2011
"Undeclared fish, soy, gluten","Ken&#39;s Foods, Inc.",Salad Dressing,Publix,06/2011
Staphylococcus Aureus,Quesos CentroAmericano Corp.,Cheese,Queso Fresco,06/2011
Some vials contain visible particulates,American Regent,"Concentrated Sodium Chloride Injection, USP, 23.4%, 30 mL Single Dose Vial",American Regent,06/2011
Listeria monocytogenes,Atalanta Corporation,Cheese,Royal Blue Stilton,06/2011
Some of the vials may contain particulate matter,Bedford Laboratories,"Indomethacin for Injection, USP, 1mg Single Dose Vial",Bedford Laboratories,06/2011
Undeclared Fish,US Nutrition,Vitamins,"CVS, Equate, Kaiser, more",06/2011
Contaminated with Staphylococcus warneri and Staphylococcus intermedius,MGA Entertainment,Bratz Makeup Design Sketch Book,Bratz,06/2011
Some of the vials contain translucent visible particles consistent with glass delamination,American Regent,Methyldopate HCl Injection,American Regent,06/2011
Undeclared drug ingredients,Global Wellness LLC,Dietary Supplement,Via Xtreme,06/2011
Manufactured with an affected power supply,Datascope Corp/Maquet,Intra-Aortic Balloon Pumps,Datascope Corp. System,06/2011
Possible plastic fragments,Kashi,Frozen pizzas,Kashi,06/2011
The firm failed to file with the FDA a scheduled process designed to ensure that vegetative cells (harmful bacteria) of possible public health significance are destroyed during the manufacturing process,Simply Thick,Thickening Gel,Simply Thick,06/2011
Salmonella contamination,Bravo!,,Bravo!,06/2011
Undeclared Milk,Azar Nut Company,Trail Mix,Azar Mountain Trail Mix,06/2011
bacterial contamination,Churchill Medical Systems,Convenience kits (Skin-Prep Wipes ),"Dressing Change Kit, Central Line Dressing Kit, PICC Insertion Tray, more",06/2011
penicillin contamination,"Aidapak Services, LLC","abacavir tablets, acarbose tablets, more",Aidapak Services,06/2011
Salmonella,Primal pet foods,Cat Food,Primal pet foods,05/2011
Undeclared Milk and egg,"Transpecos Foods, LP",Onion Ring,"Southern Home, Shurfine, Food Club, more",05/2011
Undeclared Drug Ingredient,"Globe All Wellness, LLC",Dietary Supplement,Slim Xtreme Herbal Slimming Capsule,05/2011
Undeclared Peanuts,BCS International Corp.,Candy,Dr Snack Brand Choco Raisin,05/2011
Listeria monocytogenes,Atalanta Corp.,Cheese,Nazareth,05/2011
Undeclared Eggs,Narala Bakery,Cake,Narala Bakery,05/2011
Dislodged plastic strands may be found within the airway adapter which may then become inhaled by the patient,Philips,FilterLine H Set and Vitaline H Set Sampling Lines (infant and neonatal sized),Philips,05/2011
Undeclared Egg,Cinderella Sweets,Cake,Shabtai Gourmet,05/2011
Labeling may confuse consumers to believe that product is an antibiotic drug,Phoenix Import &amp; Distribution LLC,Dietary supplement capsules,Pentrexyl Forte Natural,05/2011
May contain particulate matter,"American Regent, Inc.","Sterile Water for Injection, USP, 50 mL Single Dose Vial",American Regent,05/2011
Listeria monocytogenes,"Schratter Foods, Incorporated",Cheese,Quenby Hall Blue Stilton,05/2011
Salmonella,"Boss Pet Products, Inc.",Pig Ear Pet Treats,Digger&#39;s Natural Chews,05/2011
Salmonella,"Blackman Industries, Inc.",Pig Ears,"PrimeTime, KC Beefhide",05/2011
Undeclared Egg,Cinderella Sweets,Cookies,Shabtai Gourmet,05/2011
Labeling may confuse consumers to believe that product is an antibiotic drug,Phoenix Import &amp; Distribution LLC,Dietary supplement capsules,Pentrexyl Forte Natural,05/2011
Salmonella,"Mann Packing Co., Inc.",Vegetable products containing tomatoes,"Mann&#39;s, Safeway&#39;s Eating Right",05/2011
Listeria monocytogenes,"Goodness Gardens, Inc.",Chives,Goodness Gardens,05/2011
Undeclared Peanut Allergen,Doctor’s CarbRite Diet,Diet Bars and Protein Bars,"Doctor’s CarbRite Diet, Universal Hi Protein",05/2011
Undeclared Egg,"Oberweis Dairy, Inc.",Brownie Fudge Twirl Ice Cream,Oberweis Dairy,05/2011
Off-smell and possible mold growth,"Bimbo Bakeries USA, Inc.",Donuts,"Entenmann&#39;s, Bimbo",05/2011
Salmonella,"Del Monte Fresh Produce N.A., Inc.",Grape tomatoes,ROCHE BROS,05/2011
May be labeled as antibiotic drugs,"Multi-Mex Distributor, Inc.",Dietary supplements,"M. Vermex, Pentreximil Plus, Terramocina, Others",05/2011
Salmonella,"Mann Packing Co., Inc.",Vegetable products containing tomatoes,"Safeway&#39;s Eating Right, Mann&#39;s",05/2011
Undeclared Milk,"Ralcorp Frozen Bakery Products, Inc.",Cookies,Target Market Pantry,05/2011
Undeclared allergens,"Tri-State Bakery, LLC",Breads,"Tender Crust, Allsup&#39;s, Lowe&#39;s, more",05/2011
May contain particulates prior to expiration date,"American Regent, Inc.","Caffeine &amp; Sodium Benzoate Injection, USP, 250 mg/mL, 2 mL Single Dose Vial",American Regent,05/2011
Undeclared Walnuts,Nut Bar Company Inc.,GFS Pecan Pieces,GFS,05/2011
Salmonella,"Northeast Produce, Inc.",Grape tomatoes,"Fancy Sweet, Cutie Brand, Cherry Berries",05/2011
Salmonella,Safeway,Kabobs Made with Grape Tomatoes,Safeway,05/2011
Biological Contamination - Mold,Mountain Pure,Bottled Drinking Water,Mountain Pure,05/2011
Salmonella,"Taylor Farms Pacific, Inc.",Grape Tomatoes,"Albertsons, Raley’s, Safeway, Others",05/2011
Undeclared Milk,Raymond-Hadley Corporation,Cake Mix,#1 Gluten Free,05/2011
Salmonella,"Mastronardi Produce, Ltd.",Grape Tomatoes,"From the Vine, Trader Joe&#39;s, Sunset",05/2011
Salmonella,"Keys Manufacturing Company, Inc.",Pig Ears for Pet Treats,Keys Manufacturing Company,05/2011
May contain small pieces of metal,Flowers Foods,Bread and muffins,"Cobblestone Mills, Natural Grains, Nature&#39;s Own, more",05/2011
Salmonella,"Taylor Farms Pacific, Inc.",Grape Tomatoes,"Albertsons, Raley’s, Safeway, Others",05/2011
May contain higher than labeled amount of coumadin,Bristol-Myers Squibb,Coumadin Tablets,Bristol-Myers Squibb,05/2011
Clostridium botulinum,"Porky Products, Inc.",Salted Smoked Split Herring,Les Fumoirs Gaspe Cure,05/2011
Undeclared Milk,"Simply Asia Foods, LLC","Thai Kitchen Noodle Carts (Sweet Citrus Ginger, Thai Peanut, and Spicy Thai Basil) and Simply Asia Noodle Bowl (Roasted Peanut)",Thai Kitchen and Simply Asia,04/2011
Salmonella,Satur Farms,Cilantro,Satur Farms,04/2011
Potential equipment failure or malfunction,"Defibtech, LLC",DDU-100 series semi-automatic external defibrillators,"Lifeline AED, ReviveR AED",04/2011
Processed without following food safety requirements,Quinault Tribal Enterprises,Canned Seafood Products,"Quinault Pride, Quinault Tribal Enterprises",04/2011
Salmonella,Six L&#39;s,Cherry Tomatoes,Cherry Berry,04/2011
Contains undeclared drug ingredient sulfoaildenafil,"Ethos Environmental, Inc.",Regenerect Dietary Supplement,Regenerect,04/2011
Undeclared peanut protein,"Organic Food Bar, Inc.",Food Bars,RAW Organic,04/2011
May contain particulates prior to expiration date,"American Regent, Inc.","Ammonium Molybdate Injection, USP (Molybdenum 250mcg/10mL) 10mL Single Dose Vial",American Regent,04/2011
Undeclared Milk,Raymond-Hadley Corporation,Baking Mixes,Better Batter,04/2011
"Undeclared Milk, Soy, or Wheat",Elsie Grace’s Dry Food Company,Dip and Soup Mix Product,Elsie Grace’s,04/2011
Salmonella,Jonathans Sprouts,Alfalfa Sprouts,Jonathans,04/2011
Salmonella,"L&amp;M Companies, Inc.",Cucumbers,Nature&#39;s Delight,04/2011
